revenu_mensuel_net,revenu_annuel,charges_mensuelles_totales,montant_demande,nbr_mois_remboursement,anciennete_emploi_mois,type_contrat,TARGET
1026.0,12312.0,647.0,1578.0,23.0,75.0,CDI,1
695.0,8340.0,452.0,5003.0,19.0,22.0,CDI,0
2351.0,28212.0,963.0,6061.0,26.0,38.0,CDD,0
1912.0,22944.0,1243.0,5683.0,33.0,56.0,CDD,0
1452.0,17424.0,617.0,3249.0,30.0,360.0,CDI,0
1452.0,17424.0,591.0,4776.0,31.0,65.0,CDI,0
1026.0,12312.0,503.0,5300.0,20.0,40.0,CDI,1
805.0,9660.0,523.0,721.0,13.0,88.0,CDI,0
2771.0,33252.0,1319.0,11784.0,31.0,7.0,CDD,0
2145.0,25740.0,1131.0,12333.0,31.0,46.0,CDD,0
1912.0,22944.0,991.0,13989.0,26.0,111.0,CDI,0
1231.0,14772.0,772.0,3701.0,22.0,35.0,CDI,0
1231.0,14772.0,536.0,10201.0,34.0,70.0,CDD,0
621.0,7452.0,404.0,4378.0,31.0,116.0,CDI,0
1347.0,16164.0,568.0,1534.0,26.0,39.0,CDD,0
555.0,6660.0,361.0,959.0,13.0,7.0,CDI,0
1452.0,17424.0,692.0,7284.0,16.0,103.0,CDI,0
1912.0,22944.0,733.0,1007.0,13.0,32.0,CDI,0
555.0,6660.0,361.0,525.0,20.0,34.0,CDI,0
1149.0,13788.0,516.0,5003.0,18.0,6.0,CDD,0
1564.0,18768.0,549.0,524.0,21.0,42.0,CDI,1
1231.0,14772.0,794.0,1917.0,20.0,36.0,CDI,1
2771.0,33252.0,1001.0,3237.0,15.0,15.0,CDD,0
2351.0,28212.0,672.0,4106.0,31.0,68.0,CDI,1
884.0,10608.0,482.0,9464.0,34.0,124.0,CDI,0
805.0,9660.0,523.0,3394.0,18.0,4.0,CDI,0
805.0,9660.0,521.0,7284.0,28.0,360.0,CDI,1
805.0,9660.0,449.0,2203.0,16.0,9.0,CDD,0
1026.0,12312.0,667.0,1243.0,17.0,73.0,CDI,0
1452.0,17424.0,576.0,640.0,9.0,182.0,CDD,0
1452.0,17424.0,807.0,13915.0,26.0,22.0,CDD,0
919.0,11028.0,597.0,1321.0,18.0,73.0,CDI,0
1026.0,12312.0,522.0,1518.0,16.0,174.0,CDD,0
884.0,10608.0,575.0,4378.0,23.0,104.0,CDI,0
555.0,6660.0,361.0,724.0,15.0,74.0,CDI,1
1661.0,19932.0,556.0,4378.0,36.0,5.0,CDD,0
621.0,7452.0,404.0,617.0,10.0,8.0,CDI,0
1026.0,12312.0,658.0,522.0,10.0,20.0,CDI,0
1452.0,17424.0,586.0,8179.0,17.0,90.0,CDD,0
1231.0,14772.0,496.0,3581.0,23.0,70.0,CDI,0
1452.0,17424.0,779.0,5828.0,13.0,80.0,CDI,0
1661.0,19932.0,692.0,2487.0,15.0,31.0,CDD,0
805.0,9660.0,498.0,2203.0,15.0,26.0,CDI,0
555.0,6660.0,361.0,2039.0,16.0,34.0,CDI,0
730.0,8760.0,474.0,594.0,11.0,33.0,CDD,1
2195.0,26340.0,753.0,2301.0,11.0,80.0,CDD,0
621.0,7452.0,404.0,1092.0,20.0,58.0,CDI,0
2351.0,28212.0,831.0,3787.0,33.0,4.0,CDD,0
805.0,9660.0,523.0,679.0,20.0,58.0,CDI,0
805.0,9660.0,466.0,2203.0,16.0,91.0,CDD,0
1132.0,13584.0,736.0,6799.0,28.0,35.0,CDI,1
1452.0,17424.0,582.0,2039.0,19.0,43.0,CDI,1
1452.0,17424.0,510.0,2962.0,13.0,79.0,CDD,0
919.0,11028.0,530.0,1693.0,31.0,44.0,CDI,0
2351.0,28212.0,753.0,4926.0,34.0,127.0,CDI,0
805.0,9660.0,523.0,7284.0,28.0,78.0,CDD,0
555.0,6660.0,361.0,815.0,27.0,44.0,CDI,0
1452.0,17424.0,618.0,1269.0,20.0,111.0,CDI,0
1231.0,14772.0,544.0,4378.0,31.0,19.0,CDD,0
2145.0,25740.0,752.0,2732.0,18.0,35.0,CDI,0
1121.0,13452.0,477.0,1797.0,21.0,153.0,CDI,0
1026.0,12312.0,667.0,6504.0,21.0,42.0,CDI,0
555.0,6660.0,361.0,1395.0,20.0,12.0,CDI,0
1452.0,17424.0,514.0,9464.0,34.0,59.0,CDI,1
884.0,10608.0,494.0,10782.0,34.0,318.0,CDI,0
1912.0,22944.0,720.0,1836.0,23.0,105.0,CDI,0
555.0,6660.0,361.0,641.0,14.0,11.0,CDD,0
1231.0,14772.0,500.0,1840.0,18.0,13.0,CDD,0
1661.0,19932.0,753.0,3119.0,14.0,39.0,CDI,0
1912.0,22944.0,1080.0,4129.0,21.0,121.0,CDD,0
1912.0,22944.0,1055.0,2203.0,28.0,252.0,CDI,0
1661.0,19932.0,594.0,4721.0,33.0,13.0,CDI,0
1912.0,22944.0,738.0,7284.0,34.0,94.0,CDD,0
2351.0,28212.0,1053.0,617.0,9.0,24.0,CDI,1
712.0,8544.0,463.0,611.0,8.0,7.0,CDI,0
3942.0,47304.0,1663.0,5003.0,17.0,59.0,CDD,1
1452.0,17424.0,807.0,4655.0,28.0,210.0,CDI,0
1661.0,19932.0,690.0,6641.0,34.0,77.0,CDI,0
1661.0,19932.0,645.0,4378.0,26.0,24.0,CDI,0
621.0,7452.0,404.0,3810.0,20.0,58.0,CDI,0
555.0,6660.0,361.0,7890.0,31.0,360.0,CDI,0
805.0,9660.0,488.0,2605.0,16.0,4.0,CDD,0
1231.0,14772.0,505.0,2039.0,20.0,123.0,CDI,0
2145.0,25740.0,573.0,2877.0,16.0,156.0,CDI,0
555.0,6660.0,361.0,2282.0,35.0,15.0,CDD,0
2771.0,33252.0,958.0,5409.0,10.0,81.0,CDD,0
805.0,9660.0,523.0,541.0,15.0,48.0,CDI,0
1026.0,12312.0,511.0,4378.0,20.0,258.0,CDI,0
1912.0,22944.0,787.0,10730.0,30.0,11.0,CDI,0
555.0,6660.0,361.0,4378.0,32.0,7.0,CDD,0
1347.0,16164.0,876.0,3958.0,20.0,17.0,CDD,1
3942.0,47304.0,1869.0,5828.0,14.0,48.0,CDI,1
1026.0,12312.0,667.0,555.0,8.0,82.0,CDI,0
1026.0,12312.0,644.0,1487.0,20.0,189.0,CDI,0
555.0,6660.0,361.0,914.0,20.0,360.0,CDI,0
1132.0,13584.0,577.0,5783.0,30.0,196.0,CDI,0
805.0,9660.0,523.0,596.0,13.0,82.0,CDI,0
555.0,6660.0,361.0,7688.0,34.0,36.0,CDI,0
2351.0,28212.0,867.0,10782.0,31.0,35.0,CDD,0
621.0,7452.0,404.0,8361.0,18.0,41.0,CDI,1
2351.0,28212.0,908.0,1534.0,26.0,111.0,CDI,0
1661.0,19932.0,732.0,743.0,20.0,65.0,CDI,0
1026.0,12312.0,502.0,9464.0,34.0,102.0,CDI,0
555.0,6660.0,361.0,914.0,20.0,15.0,CDI,0
2351.0,28212.0,1144.0,8826.0,25.0,49.0,CDD,0
1452.0,17424.0,540.0,2644.0,17.0,180.0,CDI,0
2351.0,28212.0,720.0,1487.0,20.0,161.0,CDI,0
1661.0,19932.0,631.0,11476.0,31.0,83.0,CDD,1
1026.0,12312.0,496.0,959.0,9.0,33.0,CDD,0
621.0,7452.0,404.0,774.0,9.0,29.0,CDI,0
1452.0,17424.0,561.0,8367.0,36.0,10.0,CDI,0
1452.0,17424.0,685.0,1714.0,13.0,15.0,CDD,0
3189.0,38268.0,926.0,6504.0,20.0,138.0,CDI,0
1661.0,19932.0,1070.0,5177.0,19.0,102.0,CDD,0
1661.0,19932.0,719.0,13768.0,36.0,106.0,CDI,0
1231.0,14772.0,474.0,3119.0,21.0,90.0,CDI,0
1231.0,14772.0,599.0,4378.0,31.0,28.0,CDD,0
1452.0,17424.0,521.0,1092.0,21.0,12.0,CDI,0
2145.0,25740.0,800.0,2039.0,13.0,23.0,CDI,0
1912.0,22944.0,795.0,2203.0,28.0,149.0,CDI,0
1781.0,21372.0,881.0,1092.0,20.0,181.0,CDI,0
1452.0,17424.0,580.0,3456.0,20.0,97.0,CDI,0
2915.0,34980.0,859.0,3119.0,21.0,62.0,CDI,0
1026.0,12312.0,667.0,11784.0,36.0,4.0,CDI,0
1231.0,14772.0,674.0,4378.0,18.0,35.0,CDI,1
555.0,6660.0,361.0,3119.0,26.0,32.0,CDI,0
919.0,11028.0,490.0,2203.0,23.0,3.0,CDI,0
621.0,7452.0,404.0,7890.0,31.0,110.0,CDI,1
805.0,9660.0,523.0,7890.0,31.0,178.0,CDD,0
2351.0,28212.0,919.0,6775.0,25.0,66.0,CDD,0
1912.0,22944.0,951.0,3849.0,20.0,40.0,CDI,0
1319.0,15828.0,769.0,1015.0,13.0,80.0,CDI,0
1145.0,13740.0,744.0,815.0,10.0,58.0,CDD,0
805.0,9660.0,456.0,1534.0,26.0,139.0,CDI,0
1231.0,14772.0,793.0,881.0,9.0,148.0,CDI,0
1026.0,12312.0,575.0,2039.0,21.0,4.0,CDD,0
1661.0,19932.0,564.0,7284.0,10.0,108.0,CDD,0
1912.0,22944.0,1129.0,8775.0,20.0,137.0,CDD,0
1026.0,12312.0,667.0,9464.0,31.0,214.0,CDI,0
1661.0,19932.0,663.0,11228.0,25.0,92.0,CDI,0
919.0,11028.0,488.0,7284.0,34.0,175.0,CDI,0
1452.0,17424.0,677.0,8685.0,20.0,31.0,CDI,1
1026.0,12312.0,664.0,2633.0,14.0,4.0,CDI,0
919.0,11028.0,597.0,4886.0,34.0,79.0,CDI,0
1026.0,12312.0,469.0,1814.0,23.0,106.0,CDI,0
1231.0,14772.0,800.0,881.0,9.0,59.0,CDI,0
1912.0,22944.0,775.0,1574.0,16.0,8.0,CDI,0
1231.0,14772.0,539.0,2856.0,19.0,36.0,CDI,0
805.0,9660.0,515.0,3888.0,31.0,37.0,CDI,0
1912.0,22944.0,796.0,10452.0,26.0,182.0,CDI,0
1026.0,12312.0,498.0,3653.0,28.0,38.0,CDI,0
1452.0,17424.0,691.0,2575.0,23.0,3.0,CDI,0
805.0,9660.0,503.0,1902.0,26.0,16.0,CDI,0
1452.0,17424.0,543.0,3119.0,19.0,79.0,CDI,0
805.0,9660.0,465.0,3524.0,34.0,220.0,CDI,0
1347.0,16164.0,521.0,2635.0,14.0,31.0,CDI,0
1452.0,17424.0,711.0,3958.0,26.0,71.0,CDD,0
555.0,6660.0,361.0,2625.0,21.0,15.0,CDI,0
805.0,9660.0,469.0,12790.0,36.0,54.0,CDI,0
2572.0,30864.0,968.0,6284.0,28.0,34.0,CDI,0
1319.0,15828.0,773.0,6061.0,34.0,273.0,CDI,0
1912.0,22944.0,641.0,11784.0,31.0,9.0,CDI,0
3942.0,47304.0,1673.0,4926.0,10.0,59.0,CDD,0
1331.0,15972.0,865.0,3450.0,18.0,42.0,CDI,0
555.0,6660.0,361.0,517.0,15.0,173.0,CDI,0
621.0,7452.0,404.0,3020.0,34.0,119.0,CDI,0
1026.0,12312.0,562.0,522.0,9.0,10.0,CDI,0
805.0,9660.0,467.0,5196.0,26.0,7.0,CDI,1
1026.0,12312.0,563.0,4059.0,20.0,26.0,CDD,0
1026.0,12312.0,480.0,986.0,9.0,359.0,CDI,0
1452.0,17424.0,490.0,1627.0,10.0,153.0,CDI,0
1452.0,17424.0,572.0,2732.0,13.0,11.0,CDI,1
3189.0,38268.0,1393.0,10908.0,34.0,41.0,CDI,0
2572.0,30864.0,747.0,1228.0,9.0,153.0,CDI,0
2145.0,25740.0,740.0,1635.0,15.0,39.0,CDD,0
3942.0,47304.0,1518.0,5868.0,21.0,33.0,CDI,0
1452.0,17424.0,641.0,2732.0,18.0,34.0,CDD,0
1576.0,18912.0,618.0,13855.0,32.0,163.0,CDD,0
3189.0,38268.0,1254.0,12339.0,34.0,118.0,CDI,0
805.0,9660.0,501.0,1297.0,14.0,4.0,CDI,0
805.0,9660.0,523.0,9464.0,34.0,5.0,CDI,0
2351.0,28212.0,707.0,5300.0,20.0,57.0,CDI,0
712.0,8544.0,445.0,743.0,20.0,85.0,CDI,0
682.0,8184.0,443.0,2732.0,21.0,5.0,CDI,0
2351.0,28212.0,748.0,4378.0,15.0,51.0,CDD,0
555.0,6660.0,361.0,959.0,16.0,77.0,CDI,0
1771.0,21252.0,726.0,1471.0,16.0,168.0,CDI,0
1661.0,19932.0,627.0,900.0,11.0,59.0,CDI,0
1912.0,22944.0,516.0,679.0,20.0,91.0,CDD,0
682.0,8184.0,443.0,1170.0,26.0,111.0,CDI,0
899.0,10788.0,459.0,1152.0,9.0,55.0,CDI,0
2201.0,26412.0,648.0,8284.0,31.0,46.0,CDI,0
1912.0,22944.0,859.0,5300.0,21.0,34.0,CDD,0
1026.0,12312.0,516.0,7284.0,34.0,6.0,CDD,0
805.0,9660.0,511.0,10201.0,34.0,117.0,CDI,1
1452.0,17424.0,944.0,4703.0,13.0,8.0,CDD,0
555.0,6660.0,361.0,2732.0,15.0,88.0,CDI,0
805.0,9660.0,497.0,4071.0,30.0,120.0,CDI,0
805.0,9660.0,523.0,1635.0,12.0,38.0,CDI,0
1452.0,17424.0,727.0,1092.0,20.0,67.0,CDD,0
1026.0,12312.0,490.0,3958.0,21.0,27.0,CDI,0
805.0,9660.0,523.0,914.0,15.0,87.0,CDI,1
555.0,6660.0,361.0,815.0,23.0,81.0,CDI,0
3942.0,47304.0,1426.0,7284.0,13.0,54.0,CDD,0
555.0,6660.0,361.0,4154.0,21.0,32.0,CDI,0
555.0,6660.0,361.0,959.0,10.0,55.0,CDI,0
3942.0,47304.0,1422.0,8775.0,21.0,97.0,CDI,0
2351.0,28212.0,1105.0,7792.0,10.0,202.0,CDI,0
805.0,9660.0,474.0,2039.0,20.0,35.0,CDI,0
1026.0,12312.0,577.0,7284.0,31.0,15.0,CDI,0
695.0,8340.0,452.0,526.0,9.0,13.0,CDI,0
805.0,9660.0,508.0,1907.0,21.0,12.0,CDD,0
1452.0,17424.0,624.0,4159.0,28.0,93.0,CDI,0
899.0,10788.0,584.0,959.0,9.0,4.0,CDI,0
2145.0,25740.0,789.0,2630.0,21.0,20.0,CDI,0
1231.0,14772.0,800.0,637.0,13.0,45.0,CDI,0
621.0,7452.0,404.0,4378.0,22.0,7.0,CDI,0
2518.0,30216.0,967.0,2039.0,20.0,159.0,CDD,0
1452.0,17424.0,552.0,555.0,10.0,62.0,CDI,0
1452.0,17424.0,861.0,13065.0,25.0,107.0,CDI,0
1912.0,22944.0,881.0,938.0,11.0,49.0,CDI,1
1452.0,17424.0,486.0,1029.0,12.0,112.0,CDD,0
1231.0,14772.0,533.0,1487.0,20.0,161.0,CDI,0
2145.0,25740.0,711.0,11971.0,30.0,15.0,CDI,0
1452.0,17424.0,647.0,9921.0,21.0,323.0,CDI,0
1026.0,12312.0,546.0,1534.0,26.0,163.0,CDD,0
555.0,6660.0,361.0,1092.0,15.0,49.0,CDI,0
555.0,6660.0,361.0,2203.0,21.0,46.0,CDI,0
695.0,8340.0,452.0,6284.0,34.0,74.0,CDI,0
3426.0,41112.0,1464.0,3634.0,23.0,72.0,CDD,0
621.0,7452.0,404.0,815.0,18.0,256.0,CDI,0
555.0,6660.0,361.0,1809.0,26.0,80.0,CDI,0
555.0,6660.0,361.0,1260.0,24.0,18.0,CDI,0
1132.0,13584.0,507.0,5196.0,36.0,78.0,CDI,1
621.0,7452.0,404.0,6616.0,24.0,252.0,CDI,0
1452.0,17424.0,835.0,8520.0,24.0,171.0,CDI,0
555.0,6660.0,361.0,1163.0,14.0,46.0,CDI,0
1912.0,22944.0,903.0,2282.0,33.0,139.0,CDI,0
884.0,10608.0,523.0,2920.0,18.0,62.0,CDI,0
2351.0,28212.0,844.0,5849.0,18.0,128.0,CDI,0
1452.0,17424.0,863.0,2815.0,30.0,27.0,CDI,0
621.0,7452.0,404.0,573.0,12.0,15.0,CDD,0
2351.0,28212.0,810.0,12870.0,36.0,5.0,CDD,0
1661.0,19932.0,1063.0,4378.0,21.0,136.0,CDD,0
3942.0,47304.0,1206.0,2342.0,13.0,25.0,CDI,1
884.0,10608.0,499.0,6581.0,31.0,53.0,CDI,0
1231.0,14772.0,476.0,13198.0,27.0,121.0,CDI,0
2145.0,25740.0,755.0,5931.0,30.0,58.0,CDI,0
555.0,6660.0,361.0,3497.0,34.0,45.0,CDI,0
555.0,6660.0,361.0,4746.0,31.0,85.0,CDI,0
2351.0,28212.0,924.0,14109.0,29.0,159.0,CDD,0
2145.0,25740.0,1248.0,5144.0,13.0,19.0,CDD,0
1452.0,17424.0,566.0,714.0,11.0,57.0,CDI,0
695.0,8340.0,452.0,5003.0,18.0,180.0,CDI,0
1152.0,13824.0,461.0,548.0,20.0,110.0,CDI,0
3942.0,47304.0,1568.0,4378.0,18.0,46.0,CDD,0
1152.0,13824.0,717.0,815.0,20.0,37.0,CDI,1
1026.0,12312.0,457.0,3213.0,19.0,72.0,CDD,0
805.0,9660.0,523.0,2334.0,20.0,24.0,CDD,0
805.0,9660.0,523.0,3119.0,20.0,31.0,CDI,0
919.0,11028.0,531.0,5107.0,24.0,191.0,CDI,0
2351.0,28212.0,642.0,1667.0,9.0,29.0,CDI,0
3942.0,47304.0,1409.0,12419.0,36.0,179.0,CDI,0
899.0,10788.0,584.0,3213.0,24.0,125.0,CDD,0
805.0,9660.0,474.0,1565.0,28.0,261.0,CDI,0
2975.0,35700.0,1227.0,5496.0,20.0,117.0,CDD,0
621.0,7452.0,404.0,2841.0,25.0,12.0,CDD,1
1912.0,22944.0,868.0,2455.0,23.0,284.0,CDI,0
621.0,7452.0,404.0,2962.0,24.0,65.0,CDD,0
1912.0,22944.0,680.0,9800.0,20.0,38.0,CDI,0
555.0,6660.0,361.0,6061.0,31.0,3.0,CDI,0
1231.0,14772.0,594.0,3119.0,20.0,55.0,CDI,0
899.0,10788.0,520.0,2575.0,21.0,17.0,CDI,0
1661.0,19932.0,620.0,4378.0,13.0,111.0,CDI,0
555.0,6660.0,361.0,3005.0,28.0,104.0,CDD,0
712.0,8544.0,463.0,3020.0,31.0,269.0,CDI,0
1152.0,13824.0,569.0,6061.0,34.0,224.0,CDI,0
1661.0,19932.0,662.0,3721.0,15.0,34.0,CDI,0
1452.0,17424.0,517.0,7792.0,11.0,99.0,CDD,0
725.0,8700.0,471.0,679.0,20.0,23.0,CDI,0
1661.0,19932.0,661.0,2347.0,23.0,136.0,CDD,0
1661.0,19932.0,601.0,2203.0,30.0,333.0,CDI,0
695.0,8340.0,452.0,865.0,17.0,145.0,CDI,0
1231.0,14772.0,800.0,6336.0,28.0,24.0,CDD,0
1026.0,12312.0,465.0,6848.0,22.0,121.0,CDI,0
1912.0,22944.0,591.0,2203.0,10.0,39.0,CDD,0
2351.0,28212.0,818.0,13033.0,36.0,285.0,CDI,0
621.0,7452.0,404.0,815.0,9.0,35.0,CDI,0
1331.0,15972.0,631.0,4655.0,25.0,27.0,CDI,0
2771.0,33252.0,818.0,8520.0,25.0,238.0,CDI,0
1231.0,14772.0,486.0,2039.0,10.0,44.0,CDI,0
1452.0,17424.0,686.0,3119.0,20.0,130.0,CDI,1
555.0,6660.0,361.0,2203.0,31.0,223.0,CDI,1
3783.0,45396.0,1076.0,14998.0,36.0,10.0,CDI,0
1661.0,19932.0,892.0,13440.0,35.0,23.0,CDI,0
805.0,9660.0,523.0,1395.0,22.0,127.0,CDI,0
2771.0,33252.0,1310.0,6061.0,26.0,37.0,CDI,0
1661.0,19932.0,824.0,573.0,20.0,89.0,CDI,0
1912.0,22944.0,658.0,3581.0,16.0,43.0,CDD,0
621.0,7452.0,404.0,6061.0,31.0,92.0,CDI,0
3189.0,38268.0,1009.0,14033.0,34.0,21.0,CDD,0
621.0,7452.0,404.0,7890.0,34.0,118.0,CDI,0
621.0,7452.0,404.0,815.0,17.0,90.0,CDI,0
805.0,9660.0,448.0,679.0,20.0,35.0,CDD,0
805.0,9660.0,457.0,679.0,20.0,8.0,CDD,1
695.0,8340.0,452.0,1325.0,28.0,360.0,CDI,0
933.0,11196.0,474.0,1210.0,17.0,96.0,CDI,0
899.0,10788.0,556.0,713.0,13.0,29.0,CDI,0
919.0,11028.0,553.0,1029.0,12.0,36.0,CDI,0
805.0,9660.0,523.0,4078.0,26.0,61.0,CDI,1
555.0,6660.0,361.0,2039.0,21.0,12.0,CDI,0
805.0,9660.0,523.0,4926.0,24.0,93.0,CDI,0
1359.0,16308.0,559.0,10895.0,36.0,62.0,CDI,0
2771.0,33252.0,849.0,3497.0,21.0,90.0,CDI,0
1231.0,14772.0,560.0,959.0,10.0,144.0,CDI,0
1026.0,12312.0,529.0,3581.0,15.0,131.0,CDI,0
1661.0,19932.0,542.0,5300.0,25.0,241.0,CDD,0
2351.0,28212.0,854.0,2282.0,20.0,54.0,CDD,0
621.0,7452.0,404.0,938.0,17.0,9.0,CDI,0
805.0,9660.0,506.0,515.0,13.0,37.0,CDI,0
805.0,9660.0,523.0,1092.0,20.0,140.0,CDI,0
1452.0,17424.0,652.0,1092.0,20.0,31.0,CDI,0
1231.0,14772.0,710.0,11784.0,34.0,23.0,CDI,0
1026.0,12312.0,667.0,10201.0,25.0,10.0,CDI,0
1231.0,14772.0,800.0,959.0,13.0,80.0,CDI,1
2145.0,25740.0,654.0,2516.0,10.0,102.0,CDI,0
1356.0,16272.0,590.0,625.0,15.0,4.0,CDI,1
805.0,9660.0,461.0,1606.0,18.0,109.0,CDI,0
555.0,6660.0,361.0,542.0,12.0,12.0,CDI,0
1912.0,22944.0,1120.0,13545.0,36.0,143.0,CDI,0
1661.0,19932.0,962.0,3497.0,20.0,41.0,CDI,0
1912.0,22944.0,709.0,6215.0,17.0,263.0,CDI,0
555.0,6660.0,361.0,516.0,9.0,100.0,CDI,0
1231.0,14772.0,517.0,12870.0,36.0,10.0,CDD,0
1452.0,17424.0,731.0,1794.0,17.0,355.0,CDD,0
1026.0,12312.0,667.0,1147.0,13.0,91.0,CDI,0
1452.0,17424.0,938.0,1627.0,26.0,96.0,CDI,0
2086.0,25032.0,832.0,11784.0,34.0,12.0,CDD,1
1912.0,22944.0,668.0,1230.0,12.0,33.0,CDI,0
1347.0,16164.0,729.0,7284.0,33.0,157.0,CDI,0
621.0,7452.0,404.0,1395.0,23.0,283.0,CDI,0
621.0,7452.0,404.0,6061.0,31.0,31.0,CDI,0
1026.0,12312.0,552.0,2039.0,23.0,55.0,CDI,0
1771.0,21252.0,788.0,3660.0,18.0,25.0,CDI,0
805.0,9660.0,523.0,1894.0,15.0,33.0,CDI,0
1912.0,22944.0,638.0,2652.0,33.0,124.0,CDD,0
1661.0,19932.0,615.0,2371.0,19.0,49.0,CDI,0
1912.0,22944.0,574.0,4655.0,17.0,118.0,CDI,0
1771.0,21252.0,698.0,815.0,15.0,46.0,CDI,0
919.0,11028.0,538.0,12602.0,29.0,253.0,CDD,1
1231.0,14772.0,686.0,1534.0,20.0,75.0,CDI,0
695.0,8340.0,452.0,1902.0,26.0,26.0,CDI,0
1564.0,18768.0,575.0,2169.0,17.0,148.0,CDI,0
712.0,8544.0,463.0,1470.0,15.0,24.0,CDI,0
2351.0,28212.0,916.0,1092.0,20.0,195.0,CDI,0
1452.0,17424.0,846.0,7890.0,27.0,129.0,CDI,0
3189.0,38268.0,1421.0,1210.0,13.0,9.0,CDD,0
1347.0,16164.0,673.0,2487.0,20.0,6.0,CDD,0
1452.0,17424.0,570.0,4378.0,30.0,105.0,CDI,0
1554.0,18648.0,659.0,5543.0,20.0,198.0,CDI,0
555.0,6660.0,361.0,743.0,20.0,98.0,CDI,0
621.0,7452.0,404.0,6061.0,34.0,15.0,CDI,0
621.0,7452.0,404.0,815.0,20.0,45.0,CDI,0
1452.0,17424.0,821.0,3879.0,24.0,83.0,CDI,0
1359.0,16308.0,605.0,679.0,14.0,126.0,CDI,0
1026.0,12312.0,667.0,4378.0,28.0,32.0,CDI,0
2771.0,33252.0,1244.0,7284.0,28.0,100.0,CDI,0
1347.0,16164.0,543.0,982.0,16.0,195.0,CDI,0
2351.0,28212.0,916.0,11440.0,24.0,136.0,CDI,0
805.0,9660.0,522.0,2039.0,20.0,54.0,CDD,0
621.0,7452.0,404.0,1274.0,15.0,36.0,CDI,0
1452.0,17424.0,637.0,7284.0,24.0,107.0,CDD,0
1452.0,17424.0,571.0,4926.0,15.0,22.0,CDD,0
3189.0,38268.0,1361.0,6061.0,26.0,55.0,CDI,1
621.0,7452.0,404.0,2841.0,25.0,51.0,CDI,0
919.0,11028.0,597.0,679.0,20.0,11.0,CDI,1
1026.0,12312.0,561.0,589.0,8.0,15.0,CDD,1
555.0,6660.0,361.0,1395.0,23.0,13.0,CDI,1
2975.0,35700.0,1049.0,8042.0,13.0,20.0,CDD,0
1452.0,17424.0,700.0,611.0,8.0,10.0,CDI,0
2145.0,25740.0,889.0,2039.0,18.0,17.0,CDD,0
2351.0,28212.0,892.0,10506.0,34.0,165.0,CDI,0
621.0,7452.0,404.0,1917.0,20.0,95.0,CDD,0
1661.0,19932.0,571.0,605.0,9.0,38.0,CDD,0
621.0,7452.0,404.0,881.0,10.0,101.0,CDI,0
805.0,9660.0,479.0,679.0,17.0,39.0,CDI,0
1132.0,13584.0,481.0,8339.0,34.0,204.0,CDI,0
1912.0,22944.0,799.0,1043.0,9.0,177.0,CDI,0
919.0,11028.0,597.0,4172.0,21.0,23.0,CDI,1
1145.0,13740.0,589.0,1548.0,27.0,5.0,CDI,0
1132.0,13584.0,495.0,12045.0,32.0,57.0,CDD,0
1452.0,17424.0,787.0,1288.0,13.0,140.0,CDI,0
3597.0,43164.0,1041.0,1606.0,14.0,33.0,CDI,0
1564.0,18768.0,544.0,4926.0,24.0,26.0,CDI,0
1231.0,14772.0,800.0,1092.0,9.0,12.0,CDD,0
555.0,6660.0,361.0,1297.0,17.0,108.0,CDI,0
1026.0,12312.0,667.0,617.0,14.0,116.0,CDD,0
621.0,7452.0,404.0,1092.0,20.0,19.0,CDI,0
2351.0,28212.0,883.0,13270.0,32.0,180.0,CDD,0
555.0,6660.0,361.0,2039.0,21.0,285.0,CDI,0
3189.0,38268.0,971.0,14683.0,36.0,45.0,CDD,0
1452.0,17424.0,514.0,5144.0,13.0,48.0,CDI,0
1912.0,22944.0,651.0,11476.0,27.0,89.0,CDI,0
1026.0,12312.0,539.0,4655.0,19.0,8.0,CDI,0
1661.0,19932.0,699.0,3783.0,13.0,125.0,CDI,0
1026.0,12312.0,534.0,881.0,10.0,102.0,CDI,0
1661.0,19932.0,595.0,1911.0,14.0,74.0,CDD,0
1231.0,14772.0,689.0,3119.0,33.0,6.0,CDI,0
899.0,10788.0,547.0,764.0,10.0,228.0,CDI,0
555.0,6660.0,361.0,756.0,17.0,11.0,CDI,0
2975.0,35700.0,1038.0,14188.0,36.0,98.0,CDI,0
1026.0,12312.0,495.0,2487.0,9.0,102.0,CDI,0
805.0,9660.0,452.0,5783.0,19.0,160.0,CDI,0
555.0,6660.0,361.0,815.0,17.0,52.0,CDI,0
1758.0,21096.0,756.0,868.0,8.0,66.0,CDI,0
555.0,6660.0,361.0,756.0,9.0,9.0,CDI,0
805.0,9660.0,523.0,5048.0,21.0,43.0,CDI,0
1026.0,12312.0,577.0,6631.0,28.0,360.0,CDI,1
919.0,11028.0,597.0,2625.0,28.0,38.0,CDI,0
621.0,7452.0,404.0,1680.0,20.0,58.0,CDD,1
1231.0,14772.0,554.0,5401.0,33.0,20.0,CDD,0
1912.0,22944.0,572.0,4767.0,13.0,16.0,CDI,0
1026.0,12312.0,508.0,10951.0,36.0,85.0,CDI,0
805.0,9660.0,457.0,5568.0,24.0,106.0,CDI,0
1026.0,12312.0,455.0,12353.0,36.0,192.0,CDI,0
1026.0,12312.0,640.0,1302.0,16.0,73.0,CDI,0
621.0,7452.0,404.0,1288.0,18.0,104.0,CDI,1
